token_name,default_value,source_file,tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions
$color-violet-30,"get-system-color(""violet"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,30,,
$color-violet-40,"get-system-color(""violet"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,40,,
$color-violet-50,"get-system-color(""violet"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,50,,
$color-violet-60,"get-system-color(""violet"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,60,,
$color-violet-70,"get-system-color(""violet"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,70,,
$color-violet-80,"get-system-color(""violet"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,80,,
$color-violet-90,"get-system-color(""violet"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,90,,
$color-violet-5v,"get-system-color(""violet"", 5, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,5v,,
$color-violet-10v,"get-system-color(""violet"", 10, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,10v,,
$color-violet-20v,"get-system-color(""violet"", 20, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,20v,,
$color-violet-30v,"get-system-color(""violet"", 30, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,30v,,
$color-violet-40v,"get-system-color(""violet"", 40, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,40v,,
$color-violet-50v,"get-system-color(""violet"", 50, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,50v,,
$color-violet-60v,"get-system-color(""violet"", 60, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,60v,,
$color-violet-70v,"get-system-color(""violet"", 70, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,70v,,
$color-violet-80v,"get-system-color(""violet"", 80, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,80v,,
$color-violet-90v,"get-system-color(""violet"", 90, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet,,,,,,90v,,
$color-violet-warm-5,"get-system-color(""violet-warm"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,5,,
$color-violet-warm-10,"get-system-color(""violet-warm"", 10)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,10,,
$color-violet-warm-20,"get-system-color(""violet-warm"", 20)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,20,,
$color-violet-warm-30,"get-system-color(""violet-warm"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,30,,
$color-violet-warm-40,"get-system-color(""violet-warm"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,40,,
$color-violet-warm-50,"get-system-color(""violet-warm"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,50,,
$color-violet-warm-60,"get-system-color(""violet-warm"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,60,,
$color-violet-warm-70,"get-system-color(""violet-warm"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,70,,
$color-violet-warm-80,"get-system-color(""violet-warm"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,80,,
$color-violet-warm-90,"get-system-color(""violet-warm"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,90,,
$color-violet-warm-5v,"get-system-color(""violet-warm"", 5, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,5v,,
$color-violet-warm-10v,"get-system-color(""violet-warm"", 10, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,10v,,
$color-violet-warm-20v,"get-system-color(""violet-warm"", 20, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,20v,,
$color-violet-warm-30v,"get-system-color(""violet-warm"", 30, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,30v,,
$color-violet-warm-40v,"get-system-color(""violet-warm"", 40, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,40v,,
$color-violet-warm-50v,"get-system-color(""violet-warm"", 50, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,50v,,
$color-violet-warm-60v,"get-system-color(""violet-warm"", 60, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,60v,,
$color-violet-warm-70v,"get-system-color(""violet-warm"", 70, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,70v,,
$color-violet-warm-80v,"get-system-color(""violet-warm"", 80, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,80v,,
$color-violet-warm-90v,"get-system-color(""violet-warm"", 90, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,violet-warm,,,,,,90v,,
$color-magenta-5,"get-system-color(""magenta"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,5,,
$color-magenta-10,"get-system-color(""magenta"", 10)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,10,,
$color-magenta-20,"get-system-color(""magenta"", 20)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,20,,
$color-magenta-30,"get-system-color(""magenta"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,30,,
$color-magenta-40,"get-system-color(""magenta"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,40,,
$color-magenta-50,"get-system-color(""magenta"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,50,,
$color-magenta-60,"get-system-color(""magenta"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,60,,
$color-magenta-70,"get-system-color(""magenta"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,70,,
$color-magenta-80,"get-system-color(""magenta"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,80,,
$color-magenta-90,"get-system-color(""magenta"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,90,,
$color-magenta-5v,"get-system-color(""magenta"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,5v,,
$color-magenta-10v,"get-system-color(""magenta"", 10, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,10v,,
$color-magenta-20v,"get-system-color(""magenta"", 20, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,20v,,
$color-magenta-30v,"get-system-color(""magenta"", 30, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,30v,,
$color-magenta-40v,"get-system-color(""magenta"", 40, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,40v,,
$color-magenta-50v,"get-system-color(""magenta"", 50, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,50v,,
$color-magenta-60v,"get-system-color(""magenta"", 60, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,60v,,
$color-magenta-70v,"get-system-color(""magenta"", 70, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,70v,,
$color-magenta-80v,"get-system-color(""magenta"", 80, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,80v,,
$color-magenta-90v,"get-system-color(""magenta"", 90, ""vivid"")",shortcodes-color-system.scss,system,namespace.concept.scale,color,,magenta,,,,,,90v,,
$color-gray-cool-1,"get-system-color(""gray-cool"", 1)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,1,,
$color-gray-cool-2,"get-system-color(""gray-cool"", 2)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,2,,
$color-gray-cool-3,"get-system-color(""gray-cool"", 3)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,3,,
$color-gray-cool-4,"get-system-color(""gray-cool"", 4)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,4,,
$color-gray-cool-5,"get-system-color(""gray-cool"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,5,,
$color-gray-cool-10,"get-system-color(""gray-cool"", 10)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,10,,
$color-gray-cool-20,"get-system-color(""gray-cool"", 20)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,20,,
$color-gray-cool-30,"get-system-color(""gray-cool"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,30,,
$color-gray-cool-40,"get-system-color(""gray-cool"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,40,,
$color-gray-cool-50,"get-system-color(""gray-cool"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,50,,
$color-gray-cool-60,"get-system-color(""gray-cool"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,60,,
$color-gray-cool-70,"get-system-color(""gray-cool"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,70,,
$color-gray-cool-80,"get-system-color(""gray-cool"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,80,,
$color-gray-cool-90,"get-system-color(""gray-cool"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-cool,,,,,,90,,
$color-gray-1,"get-system-color(""gray"", 1)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,1,,
$color-gray-2,"get-system-color(""gray"", 2)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,2,,
$color-gray-3,"get-system-color(""gray"", 3)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,3,,
$color-gray-4,"get-system-color(""gray"", 4)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,4,,
$color-gray-5,"get-system-color(""gray"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,5,,
$color-gray-10,"get-system-color(""gray"", 10)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,10,,
$color-gray-20,"get-system-color(""gray"", 20)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,20,,
$color-gray-30,"get-system-color(""gray"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,30,,
$color-gray-40,"get-system-color(""gray"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,40,,
$color-gray-50,"get-system-color(""gray"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,50,,
$color-gray-60,"get-system-color(""gray"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,60,,
$color-gray-70,"get-system-color(""gray"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,70,,
$color-gray-80,"get-system-color(""gray"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,80,,
$color-gray-90,"get-system-color(""gray"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray,,,,,,90,,
$color-gray-warm-1,"get-system-color(""gray-warm"", 1)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,1,,
$color-gray-warm-2,"get-system-color(""gray-warm"", 2)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,2,,
$color-gray-warm-3,"get-system-color(""gray-warm"", 3)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,3,,
$color-gray-warm-4,"get-system-color(""gray-warm"", 4)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,4,,
$color-gray-warm-5,"get-system-color(""gray-warm"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,5,,
$color-gray-warm-10,"get-system-color(""gray-warm"", 10)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,10,,
$color-gray-warm-20,"get-system-color(""gray-warm"", 20)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,20,,
$color-gray-warm-30,"get-system-color(""gray-warm"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,30,,
$color-gray-warm-40,"get-system-color(""gray-warm"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,40,,
$color-gray-warm-50,"get-system-color(""gray-warm"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,50,,
$color-gray-warm-60,"get-system-color(""gray-warm"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,60,,
$color-gray-warm-70,"get-system-color(""gray-warm"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,70,,
$color-gray-warm-80,"get-system-color(""gray-warm"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,80,,
$color-gray-warm-90,"get-system-color(""gray-warm"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,gray-warm,,,,,,90,,
$color-black-transparent-5,"get-system-color(""black-transparent"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,5,,
$color-black-transparent-10,"get-system-color(""black-transparent"", 10)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,10,,
$color-black-transparent-20,"get-system-color(""black-transparent"", 20)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,20,,
$color-black-transparent-30,"get-system-color(""black-transparent"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,30,,
$color-black-transparent-40,"get-system-color(""black-transparent"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,40,,
$color-black-transparent-50,"get-system-color(""black-transparent"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,50,,
$color-black-transparent-60,"get-system-color(""black-transparent"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,60,,
$color-black-transparent-70,"get-system-color(""black-transparent"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,70,,
$color-black-transparent-80,"get-system-color(""black-transparent"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,80,,
$color-black-transparent-90,"get-system-color(""black-transparent"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,black-transparent,,,,,,90,,
$color-white-transparent-5,"get-system-color(""white-transparent"", 5)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,5,,
$color-white-transparent-10,"get-system-color(""white-transparent"", 10)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,10,,
$color-white-transparent-20,"get-system-color(""white-transparent"", 20)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,20,,
$color-white-transparent-30,"get-system-color(""white-transparent"", 30)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,30,,
$color-white-transparent-40,"get-system-color(""white-transparent"", 40)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,40,,
$color-white-transparent-50,"get-system-color(""white-transparent"", 50)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,50,,
$color-white-transparent-60,"get-system-color(""white-transparent"", 60)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,60,,
$color-white-transparent-70,"get-system-color(""white-transparent"", 70)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,70,,
$color-white-transparent-80,"get-system-color(""white-transparent"", 80)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,80,,
$color-white-transparent-90,"get-system-color(""white-transparent"", 90)",shortcodes-color-system.scss,system,namespace.concept.scale,color,,white-transparent,,,,,,90,,
$system-base-cap-height,362px,base-cap-height.scss,system,namespace.concept.property,system,,base,height,,,,,,,
$system-line-height-1,1,line-height.scss,system,namespace.property.scale,system,,,line-height,,,,,1,,
$system-line-height-2,1.2,line-height.scss,system,namespace.property.scale,system,,,line-height,,,,,2,,
$system-line-height-3,1.35,line-height.scss,system,namespace.property.scale,system,,,line-height,,,,,3,,
$system-line-height-4,1.5,line-height.scss,system,namespace.property.scale,system,,,line-height,,,,,4,,
$system-line-height-5,1.62,line-height.scss,system,namespace.property.scale,system,,,line-height,,,,,5,,
$system-line-height-6,1.75,line-height.scss,system,namespace.property.scale,system,,,line-height,,,,,6,,
$system-measure-smaller,44ex,measure.scss,system,namespace,system,,,,,,,,,,
$system-measure-small,60ex,measure.scss,system,namespace.variant,system,,,,,,small,,,,
$system-measure-base,64ex,measure.scss,system,namespace.concept,system,,base,,,,,,,,
$system-measure-large,68ex,measure.scss,system,namespace,system,,,,,,,,,,
$system-measure-larger,72ex,measure.scss,system,namespace,system,,,,,,,,,,
$system-measure-largest,88ex,measure.scss,system,namespace,system,,,,,,,,,,
$font-stack-georgia,"""Georgia"", ""Cambria"", ""Times New Roman"", ""Times"", serif",stacks.scss,system,category,,font,,,,,,,,,
$system-type-scale-1,12px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,1,,
$system-type-scale-2,13px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,2,,
$system-type-scale-3,14px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,3,,
$system-type-scale-4,15px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,4,,
$system-type-scale-5,16px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,5,,
$system-type-scale-6,17px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,6,,
$system-type-scale-7,18px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,7,,
$system-type-scale-8,20px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,8,,
$system-type-scale-9,22px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,9,,
$system-type-scale-10,24px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,10,,
$system-type-scale-11,28px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,11,,
$system-type-scale-12,32px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,12,,
$system-type-scale-13,36px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,13,,
$system-type-scale-14,40px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,14,,
$system-type-scale-15,48px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,15,,
$system-type-scale-16,56px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,16,,
$system-type-scale-17,64px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,17,,
$system-type-scale-18,80px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,18,,
$system-type-scale-19,120px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,19,,
$system-type-scale-20,140px,type-scale.scss,system,namespace.category.scale,system,type-scale,,,,,,,20,,
$system-typeface-tokens-cap-height,362px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-stack,$font-stack-system,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-system-font,true,typefaces.scss,system,namespace.category,system,font,,,,,,,,,
$system-typeface-tokens-cap-height,346px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-stack,$font-stack-georgia,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-system-font,true,typefaces.scss,system,namespace.category,system,font,,,,,,,,,
$system-typeface-tokens-cap-height,357px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-stack,$font-stack-helvetica,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-system-font,true,typefaces.scss,system,namespace.category,system,font,,,,,,,,,
$system-typeface-tokens-cap-height,363px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-stack,$font-stack-system,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-cap-height,364px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-stack,$font-stack-system,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-cap-height,357px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-stack,$font-stack-system,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-cap-height,371px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-stack,$font-stack-georgia,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-src-dir,merriweather,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-src-roman-100,false,typefaces.scss,system,namespace.scale,system,,,,,,,,100,,
$system-typeface-tokens-src-roman-200,false,typefaces.scss,system,namespace.scale,system,,,,,,,,200,,
$system-typeface-tokens-src-roman-300,Latin-Merriweather-Light,typefaces.scss,system,namespace.scale,system,,,,,,,,300,,
$system-typeface-tokens-src-roman-400,Latin-Merriweather-Regular,typefaces.scss,system,namespace.scale,system,,,,,,,,400,,
$system-typeface-tokens-src-roman-500,false,typefaces.scss,system,namespace.scale,system,,,,,,,,500,,
$system-typeface-tokens-src-roman-600,false,typefaces.scss,system,namespace.scale,system,,,,,,,,600,,
$system-typeface-tokens-src-roman-700,Latin-Merriweather-Bold,typefaces.scss,system,namespace.scale,system,,,,,,,,700,,
$system-typeface-tokens-src-roman-800,false,typefaces.scss,system,namespace.scale,system,,,,,,,,800,,
$system-typeface-tokens-src-roman-900,Latin-Merriweather-Black,typefaces.scss,system,namespace.scale,system,,,,,,,,900,,
$system-typeface-tokens-src-roman-italic-100,false,typefaces.scss,system,namespace.scale,system,,,,,,,,100,,
$system-typeface-tokens-src-roman-italic-200,false,typefaces.scss,system,namespace.scale,system,,,,,,,,200,,
$system-typeface-tokens-src-roman-italic-300,Latin-Merriweather-LightItalic,typefaces.scss,system,namespace.scale,system,,,,,,,,300,,
$system-typeface-tokens-src-roman-italic-400,Latin-Merriweather-Italic,typefaces.scss,system,namespace.scale,system,,,,,,,,400,,
$system-typeface-tokens-src-roman-italic-500,false,typefaces.scss,system,namespace.scale,system,,,,,,,,500,,
$system-typeface-tokens-src-roman-italic-600,false,typefaces.scss,system,namespace.scale,system,,,,,,,,600,,
$system-typeface-tokens-src-roman-italic-700,Latin-Merriweather-BoldItalic,typefaces.scss,system,namespace.scale,system,,,,,,,,700,,
$system-typeface-tokens-src-roman-italic-800,false,typefaces.scss,system,namespace.scale,system,,,,,,,,800,,
$system-typeface-tokens-src-roman-italic-900,Latin-Merriweather-BlackItalic,typefaces.scss,system,namespace.scale,system,,,,,,,,900,,
$system-typeface-tokens-src-roman-italic-display-name,Roboto Mono Web,typefaces.scss,system,namespace.component,system,,,,display,,,,,,
$system-typeface-tokens-src-roman-italic-cap-height,380px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-src-roman-italic-stack,$font-stack-monospace,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-src-roman-italic-src-dir,roboto-mono,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-src-roman-italic-src-roman-100,roboto-mono-v5-latin-100,typefaces.scss,system,namespace.scale,system,,,,,,,,100,,
$system-typeface-tokens-src-roman-italic-src-roman-200,false,typefaces.scss,system,namespace.scale,system,,,,,,,,200,,
$system-typeface-tokens-src-roman-italic-src-roman-300,roboto-mono-v5-latin-300,typefaces.scss,system,namespace.scale,system,,,,,,,,300,,
$system-typeface-tokens-src-roman-italic-src-roman-400,roboto-mono-v5-latin-regular,typefaces.scss,system,namespace.scale,system,,,,,,,,400,,
$system-typeface-tokens-src-roman-italic-src-roman-500,roboto-mono-v5-latin-500,typefaces.scss,system,namespace.scale,system,,,,,,,,500,,
$system-typeface-tokens-src-roman-italic-src-roman-600,false,typefaces.scss,system,namespace.scale,system,,,,,,,,600,,
$system-typeface-tokens-src-roman-italic-src-roman-700,roboto-mono-v5-latin-700,typefaces.scss,system,namespace.scale,system,,,,,,,,700,,
$system-typeface-tokens-src-roman-italic-src-roman-800,false,typefaces.scss,system,namespace.scale,system,,,,,,,,800,,
$system-typeface-tokens-src-roman-italic-src-roman-900,false,typefaces.scss,system,namespace.scale,system,,,,,,,,900,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-100,roboto-mono-v5-latin-100italic,typefaces.scss,system,namespace.scale,system,,,,,,,,100,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-200,false,typefaces.scss,system,namespace.scale,system,,,,,,,,200,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-300,roboto-mono-v5-latin-300italic,typefaces.scss,system,namespace.scale,system,,,,,,,,300,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-400,roboto-mono-v5-latin-italic,typefaces.scss,system,namespace.scale,system,,,,,,,,400,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-500,roboto-mono-v5-latin-500italic,typefaces.scss,system,namespace.scale,system,,,,,,,,500,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-600,false,typefaces.scss,system,namespace.scale,system,,,,,,,,600,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-700,roboto-mono-v5-latin-700italic,typefaces.scss,system,namespace.scale,system,,,,,,,,700,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-800,false,typefaces.scss,system,namespace.scale,system,,,,,,,,800,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-900,false,typefaces.scss,system,namespace.scale,system,,,,,,,,900,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-display-name,Source Sans Pro Web,typefaces.scss,system,namespace.component,system,,,,display,,,,,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-cap-height,340px,typefaces.scss,system,namespace.property,system,,,height,,,,,,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-stack,$font-stack-helvetica,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-src-dir,source-sans-pro,typefaces.scss,system,namespace,system,,,,,,,,,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-src-roman-100,false,typefaces.scss,system,namespace.scale,system,,,,,,,,100,,
$system-typeface-tokens-src-roman-italic-src-roman-italic-src-roman-200,sourcesanspro-extralight-webfont,typefaces.scss,system,namespace.scale,system,,,,,,,,200,,
