token_name,default_value,source_file,tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions
$theme-font-mono-custom-stack,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-sans-custom-stack,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-serif-custom-stack,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-cond-custom-src,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-icon-custom-src,false,_settings-typography.scss,settings,namespace.component.category.element,theme,font,,,icon,custom,,,,,icon:component/element
$theme-font-lang-custom-src,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-mono-custom-src,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-sans-custom-src,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-serif-custom-src,false,_settings-typography.scss,settings,namespace.category.element,theme,font,,,,custom,,,,,
$theme-font-role-ui,"""sans""",_settings-typography.scss,settings,namespace.category.concept,theme,font,ui,,,,,,,,
$theme-font-role-heading,"""serif""",_settings-typography.scss,settings,namespace.category,theme,font,,,,,,,,,heading:category/concept
$theme-font-role-body,"""sans""",_settings-typography.scss,settings,namespace.category,theme,font,,,,,,,,,body:category/concept
$theme-font-role-code,"""mono""",_settings-typography.scss,settings,namespace.category.concept,theme,font,code,,,,,,,,
$theme-font-role-alt,"""serif""",_settings-typography.scss,settings,namespace.category.concept,theme,font,alt,,,,,,,,
$theme-type-scale-3xs,2,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,3xs,,,,
$theme-type-scale-2xs,3,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,2xs,,,,
$theme-type-scale-xs,4,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,xs,,,,
$theme-type-scale-sm,5,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,sm,,,,
$theme-type-scale-md,6,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,md,,,,
$theme-type-scale-lg,9,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,lg,,,,
$theme-type-scale-xl,12,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,xl,,,,
$theme-type-scale-2xl,14,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,2xl,,,,
$theme-type-scale-3xl,15,_settings-typography.scss,settings,namespace.category.variant,theme,type-scale,,,,,3xl,,,,
$theme-font-weight-thin,false,_settings-typography.scss,settings,namespace.property,theme,,,font-weight,,,,,,,
$theme-font-weight-light,300,_settings-typography.scss,settings,namespace.property.mode,theme,,,font-weight,,,,,,light,
$theme-font-weight-normal,400,_settings-typography.scss,settings,namespace.property,theme,,,font-weight,,,,,,,
$theme-font-weight-medium,false,_settings-typography.scss,settings,namespace.property,theme,,,font-weight,,,,,,,
$theme-font-weight-semibold,false,_settings-typography.scss,settings,namespace.property,theme,,,font-weight,,,,,,,
$theme-font-weight-bold,700,_settings-typography.scss,settings,namespace.property,theme,,,font-weight,,,,,,,
$theme-font-weight-heavy,false,_settings-typography.scss,settings,namespace.property,theme,,,font-weight,,,,,,,
$theme-generate-all-weights,false,_settings-typography.scss,settings,namespace,theme,,,,,,,,,,
$theme-body-font-family,"""body""",_settings-typography.scss,settings,namespace.category.property,theme,body,,font-family,,,,,,,body:category/concept
$theme-body-font-size,"""sm""",_settings-typography.scss,settings,namespace.category.property,theme,body,,font-size,,,,,,,body:category/concept
$theme-body-line-height,5,_settings-typography.scss,settings,namespace.category.property,theme,body,,line-height,,,,,,,body:category/concept
$theme-style-body-element,false,_settings-typography.scss,settings,namespace.category.property,theme,body,,style,,,,,,,body:category/concept
$theme-h1-font-size,"""2xl""",_settings-typography.scss,settings,namespace.category.property,theme,h1,,font-size,,,,,,,
$theme-h2-font-size,"""xl""",_settings-typography.scss,settings,namespace.category.property,theme,h2,,font-size,,,,,,,
$theme-h3-font-size,"""lg""",_settings-typography.scss,settings,namespace.category.property,theme,h3,,font-size,,,,,,,
$theme-h4-font-size,"""sm""",_settings-typography.scss,settings,namespace.category.property,theme,h4,,font-size,,,,,,,
$theme-h5-font-size,"""xs""",_settings-typography.scss,settings,namespace.category.property,theme,h5,,font-size,,,,,,,
$theme-h6-font-size,"""3xs""",_settings-typography.scss,settings,namespace.category.property,theme,h6,,font-size,,,,,,,
$theme-heading-line-height,2,_settings-typography.scss,settings,namespace.category.property,theme,heading,,line-height,,,,,,,heading:category/concept
$theme-small-font-size,"""2xs""",_settings-typography.scss,settings,namespace.property.variant,theme,,,font-size,,,small,,,,
$theme-display-font-size,"""3xl""",_settings-typography.scss,settings,namespace.component.property,theme,,,font-size,display,,,,,,
$theme-text-measure-narrow,1,_settings-typography.scss,settings,namespace.component,theme,,,,text,,,,,,
$theme-text-measure,4,_settings-typography.scss,settings,namespace.component,theme,,,,text,,,,,,
$theme-text-measure-wide,6,_settings-typography.scss,settings,namespace.component,theme,,,,text,,,,,,
$theme-prose-font-family,"""body""",_settings-typography.scss,settings,namespace.component.property,theme,,,font-family,prose,,,,,,
$theme-lead-font-family,"""heading""",_settings-typography.scss,settings,namespace.category.property,theme,lead,,font-family,,,,,,,
$theme-lead-font-size,"""lg""",_settings-typography.scss,settings,namespace.category.property,theme,lead,,font-size,,,,,,,
$theme-lead-line-height,6,_settings-typography.scss,settings,namespace.category.property,theme,lead,,line-height,,,,,,,
$theme-lead-measure,6,_settings-typography.scss,settings,namespace.category,theme,lead,,,,,,,,,
$theme-heading-margin-top,1.5em,_settings-typography.scss,settings,namespace.category.property,theme,heading,,margin-top,,,,,,,heading:category/concept
$theme-paragraph-margin-top,1em,_settings-typography.scss,settings,namespace.property,theme,,,margin-top,,,,,,,
$utilities-use-important,false,_settings-utilities.scss,settings,category.property.element,,utilities,,use,,important,,,,,
$output-these-utilities,default,_settings-utilities.scss,settings,category,,utilities,,,,,,,,,
$theme-utility-breakpoints,(),_settings-utilities.scss,settings,namespace.category.element,theme,utility,,,,breakpoints,,,,,
$theme-utility-breakpoints-custom,(),_settings-utilities.scss,settings,namespace.category.element,theme,utility,,,,breakpoints,,,,,
$global-color-palettes,"(""palette-color-default"")",_settings-utilities.scss,settings,category,,global,,,,,,,,,color:category/property
$add-aspect-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$add-list-reset-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$align-items-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$align-self-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$background-color-settings,(),_settings-utilities.scss,settings,property,,,,background-color,,,,,,,
$border-settings,(),_settings-utilities.scss,settings,category,,border,,,,,,,,,border:category/property
$border-color-settings,(),_settings-utilities.scss,settings,property,,,,border-color,,,,,,,
$border-radius-settings,(),_settings-utilities.scss,settings,category,,border-radius,,,,,,,,,border-radius:category/property
$border-style-settings,(),_settings-utilities.scss,settings,property,,,,border-style,,,,,,,
$border-width-settings,(),_settings-utilities.scss,settings,property,,,,border-width,,,,,,,
$bottom-settings,(),_settings-utilities.scss,settings,property,,,,bottom,,,,,,,
$box-shadow-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$circle-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$clearfix-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$color-settings,(),_settings-utilities.scss,settings,namespace,color,,,,,,,,,,
$cursor-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$display-settings,(),_settings-utilities.scss,settings,component,,,,,display,,,,,,
$flex-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$flex-direction-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$flex-wrap-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$float-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$font-settings,(),_settings-utilities.scss,settings,category,,font,,,,,,,,,
$font-family-settings,(),_settings-utilities.scss,settings,property,,,,font-family,,,,,,,
$font-feature-settings,(),_settings-utilities.scss,settings,category,,font,,,,,,,,,
$font-style-settings,(),_settings-utilities.scss,settings,property,,,,font-style,,,,,,,
$font-weight-settings,(),_settings-utilities.scss,settings,property,,,,font-weight,,,,,,,
$height-settings,(),_settings-utilities.scss,settings,property,,,,height,,,,,,,
$justify-content-settings,(),_settings-utilities.scss,settings,element,,,,,,content,,,,,
$left-settings,(),_settings-utilities.scss,settings,property,,,,left,,,,,,,
$letter-spacing-settings,(),_settings-utilities.scss,settings,category,,spacing,,,,,,,,,
$line-height-settings,(),_settings-utilities.scss,settings,property,,,,line-height,,,,,,,
$margin-settings,(),_settings-utilities.scss,settings,property,,,,margin,,,,,,,
$max-height-settings,(),_settings-utilities.scss,settings,property,,,,max-height,,,,,,,
$max-width-settings,(),_settings-utilities.scss,settings,property,,,,max-width,,,,,,,
$measure-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$min-height-settings,(),_settings-utilities.scss,settings,property,,,,min-height,,,,,,,
$min-width-settings,(),_settings-utilities.scss,settings,property,,,,min-width,,,,,,,
$opacity-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$order-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$outline-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$outline-color-settings,(),_settings-utilities.scss,settings,category,,color,,,,,,,,,color:category/property
$overflow-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$padding-settings,(),_settings-utilities.scss,settings,property,,,,padding,,,,,,,
$pin-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$position-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$right-settings,(),_settings-utilities.scss,settings,property,,,,right,,,,,,,
$square-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$text-align-settings,(),_settings-utilities.scss,settings,component,,,,,text,,,,,,
$text-decoration-settings,(),_settings-utilities.scss,settings,property,,,,text-decoration,,,,,,,
$text-decoration-color-settings,(),_settings-utilities.scss,settings,category.property,,color,,text-decoration,,,,,,,color:category/property
$text-indent-settings,(),_settings-utilities.scss,settings,component,,,,,text,,,,,,
$text-transform-settings,(),_settings-utilities.scss,settings,component,,,,,text,,,,,,
$top-settings,(),_settings-utilities.scss,settings,property,,,,top,,,,,,,
$vertical-align-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$whitespace-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$width-settings,(),_settings-utilities.scss,settings,property,,,,width,,,,,,,
$z-index-settings,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$add-aspect-palettes,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$add-aspect-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$align-items-palettes,"(""palette-align-items-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$align-items-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$align-self-palettes,"(""palette-align-self-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$align-self-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$background-color-palettes,(),_settings-utilities.scss,settings,property,,,,background-color,,,,,,,
$background-color-manual-values,(),_settings-utilities.scss,settings,property,,,,background-color,,,,,,,
$border-palettes,"(""palette-border-default"")",_settings-utilities.scss,settings,category,,border,,,,,,,,,border:category/property
$border-manual-values,(),_settings-utilities.scss,settings,category,,border,,,,,,,,,border:category/property
$border-color-palettes,(),_settings-utilities.scss,settings,property,,,,border-color,,,,,,,
$border-color-manual-values,(),_settings-utilities.scss,settings,property,,,,border-color,,,,,,,
$border-radius-palettes,"(""palette-border-radius-default"")",_settings-utilities.scss,settings,category,,border-radius,,,,,,,,,border-radius:category/property
$border-radius-manual-values,(),_settings-utilities.scss,settings,category,,border-radius,,,,,,,,,border-radius:category/property
$border-style-palettes,"(""palette-border-style-default"")",_settings-utilities.scss,settings,property,,,,border-style,,,,,,,
$border-style-manual-values,(),_settings-utilities.scss,settings,property,,,,border-style,,,,,,,
$border-width-palettes,"(""palette-border-width-default"")",_settings-utilities.scss,settings,property,,,,border-width,,,,,,,
$border-width-manual-values,(),_settings-utilities.scss,settings,property,,,,border-width,,,,,,,
$bottom-palettes,"(""palette-bottom-default"")",_settings-utilities.scss,settings,property,,,,bottom,,,,,,,
$bottom-manual-values,(),_settings-utilities.scss,settings,property,,,,bottom,,,,,,,
$box-shadow-palettes,"(""palette-box-shadow-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$box-shadow-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$circle-palettes,"(""palette-circle-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$circle-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$color-palettes,(),_settings-utilities.scss,settings,namespace,color,,,,,,,,,,
$color-manual-values,(),_settings-utilities.scss,settings,namespace,color,,,,,,,,,,
$cursor-palettes,"(""palette-cursor-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$cursor-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$display-palettes,"(""palette-display-default"")",_settings-utilities.scss,settings,component,,,,,display,,,,,,
$display-manual-values,(),_settings-utilities.scss,settings,component,,,,,display,,,,,,
$flex-palettes,"(""palette-flex-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$flex-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$flex-direction-palettes,"(""palette-flex-direction-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$flex-direction-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$flex-wrap-palettes,"(""palette-flex-wrap-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$flex-wrap-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$float-palettes,"(""palette-float-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$float-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$font-palettes,"(""palette-font-default"")",_settings-utilities.scss,settings,category,,font,,,,,,,,,
$font-manual-values,(),_settings-utilities.scss,settings,category,,font,,,,,,,,,
$font-family-palettes,"(""palette-font-family-default"")",_settings-utilities.scss,settings,property,,,,font-family,,,,,,,
$font-family-manual-values,(),_settings-utilities.scss,settings,property,,,,font-family,,,,,,,
$font-feature-palettes,"(""palette-font-feature-settings-default"")",_settings-utilities.scss,settings,category,,font,,,,,,,,,
$font-feature-manual-values,(),_settings-utilities.scss,settings,category,,font,,,,,,,,,
$font-style-palettes,"(""palette-font-style-default"")",_settings-utilities.scss,settings,property,,,,font-style,,,,,,,
$font-style-manual-values,(),_settings-utilities.scss,settings,property,,,,font-style,,,,,,,
$font-weight-palettes,"(""palette-font-weight-default"")",_settings-utilities.scss,settings,property,,,,font-weight,,,,,,,
$font-weight-manual-values,(),_settings-utilities.scss,settings,property,,,,font-weight,,,,,,,
$height-palettes,"(""palette-height-default"")",_settings-utilities.scss,settings,property,,,,height,,,,,,,
$height-manual-values,(),_settings-utilities.scss,settings,property,,,,height,,,,,,,
$justify-content-palettes,"(""palette-justify-content-default"")",_settings-utilities.scss,settings,element,,,,,,content,,,,,
$justify-content-manual-values,(),_settings-utilities.scss,settings,element,,,,,,content,,,,,
$left-palettes,"(""palette-left-default"")",_settings-utilities.scss,settings,property,,,,left,,,,,,,
$left-manual-values,(),_settings-utilities.scss,settings,property,,,,left,,,,,,,
$letter-spacing-palettes,"(""palette-letter-spacing-default"")",_settings-utilities.scss,settings,category,,spacing,,,,,,,,,
$letter-spacing-manual-values,(),_settings-utilities.scss,settings,category,,spacing,,,,,,,,,
$line-height-palettes,"(""palette-line-height-default"")",_settings-utilities.scss,settings,property,,,,line-height,,,,,,,
$line-height-manual-values,(),_settings-utilities.scss,settings,property,,,,line-height,,,,,,,
$margin-palettes,"(""palette-margin-default"")",_settings-utilities.scss,settings,property,,,,margin,,,,,,,
$margin-manual-values,(),_settings-utilities.scss,settings,property,,,,margin,,,,,,,
$margin-vertical-palettes,"(""palette-margin-vertical-default"")",_settings-utilities.scss,settings,property,,,,margin,,,,,,,
$margin-vertical-manual-values,(),_settings-utilities.scss,settings,property,,,,margin,,,,,,,
$margin-horizontal-palettes,"(""palette-margin-horizontal-default"")",_settings-utilities.scss,settings,property,,,,margin,,,,,,,
$margin-horizontal-manual-values,(),_settings-utilities.scss,settings,property,,,,margin,,,,,,,
$max-height-palettes,"(""palette-max-height-default"")",_settings-utilities.scss,settings,property,,,,max-height,,,,,,,
$max-height-manual-values,(),_settings-utilities.scss,settings,property,,,,max-height,,,,,,,
$max-width-palettes,"(""palette-max-width-default"")",_settings-utilities.scss,settings,property,,,,max-width,,,,,,,
$max-width-manual-values,(),_settings-utilities.scss,settings,property,,,,max-width,,,,,,,
$measure-palettes,"(""palette-measure-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$measure-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$min-height-palettes,"(""palette-min-height-default"")",_settings-utilities.scss,settings,property,,,,min-height,,,,,,,
$min-height-manual-values,(),_settings-utilities.scss,settings,property,,,,min-height,,,,,,,
$min-width-palettes,"(""palette-min-width-default"")",_settings-utilities.scss,settings,property,,,,min-width,,,,,,,
$min-width-manual-values,(),_settings-utilities.scss,settings,property,,,,min-width,,,,,,,
$opacity-palettes,"(""palette-opacity-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$opacity-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$order-palettes,"(""palette-order-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$order-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$outline-palettes,"(""palette-outline-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$outline-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$outline-color-palettes,"(""palette-outline-color-default"")",_settings-utilities.scss,settings,category,,color,,,,,,,,,color:category/property
$outline-color-manual-values,(),_settings-utilities.scss,settings,category,,color,,,,,,,,,color:category/property
$overflow-palettes,"(""palette-overflow-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$overflow-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$padding-palettes,"(""palette-padding-default"")",_settings-utilities.scss,settings,property,,,,padding,,,,,,,
$padding-manual-values,(),_settings-utilities.scss,settings,property,,,,padding,,,,,,,
$position-palettes,"(""palette-position-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$position-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$right-palettes,"(""palette-right-default"")",_settings-utilities.scss,settings,property,,,,right,,,,,,,
$right-manual-values,(),_settings-utilities.scss,settings,property,,,,right,,,,,,,
$square-palettes,"(""palette-square-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$square-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$text-align-palettes,"(""palette-text-align-default"")",_settings-utilities.scss,settings,component,,,,,text,,,,,,
$text-align-manual-values,(),_settings-utilities.scss,settings,component,,,,,text,,,,,,
$text-decoration-palettes,"(""palette-text-decoration-default"")",_settings-utilities.scss,settings,property,,,,text-decoration,,,,,,,
$text-decoration-manual-values,(),_settings-utilities.scss,settings,property,,,,text-decoration,,,,,,,
$text-decoration-color-palettes,(),_settings-utilities.scss,settings,category.property,,color,,text-decoration,,,,,,,color:category/property
$text-decoration-color-manual-values,(),_settings-utilities.scss,settings,category.property,,color,,text-decoration,,,,,,,color:category/property
$text-indent-palettes,"(""palette-text-indent-default"")",_settings-utilities.scss,settings,component,,,,,text,,,,,,
$text-indent-manual-values,(),_settings-utilities.scss,settings,component,,,,,text,,,,,,
$text-transform-palettes,"(""palette-text-transform-default"")",_settings-utilities.scss,settings,component,,,,,text,,,,,,
$text-transform-manual-values,(),_settings-utilities.scss,settings,component,,,,,text,,,,,,
$top-palettes,"(""palette-top-default"")",_settings-utilities.scss,settings,property,,,,top,,,,,,,
$top-manual-values,(),_settings-utilities.scss,settings,property,,,,top,,,,,,,
$vertical-align-palettes,"(""palette-vertical-align-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$vertical-align-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$whitespace-palettes,"(""palette-white-space-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$whitespace-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
$width-palettes,"(""palette-width-default"")",_settings-utilities.scss,settings,property,,,,width,,,,,,,
$width-manual-values,(),_settings-utilities.scss,settings,property,,,,width,,,,,,,
$z-index-palettes,"(""palette-z-index-default"")",_settings-utilities.scss,settings,,,,,,,,,,,,
$z-index-manual-values,(),_settings-utilities.scss,settings,,,,,,,,,,,,
